pertanyaan,intent,kategori,solusi,pertanyaan_bersih
Internet Disconnect,network_issue,Jaringan & Internet,"Coba lakukan langkah berikut:
1. Periksa indikator LAN/WiFi di router
2. Restart router selama 10 detik
3. Lakukan 'ipconfig /release' lalu 'ipconfig /renew' di CMD
4. Jika masih gagal, hubungi Network Support.",internet disconnect
saya punya masalah: internet disconnect,network_issue,Jaringan & Internet,"Coba lakukan langkah berikut:
1. Periksa indikator LAN/WiFi di router
2. Restart router selama 10 detik
3. Lakukan 'ipconfig /release' lalu 'ipconfig /renew' di CMD
4. Jika masih gagal, hubungi Network Support.",saya punya masalah internet disconnect
bantuan! internet disconnect,network_issue,Jaringan & Internet,"Masalah konektivitas terdeteksi. Coba:
1. Buka Device Manager
2. Cari Network Adapters
3. Klik kanan pada adapter WiFi → Update Driver
4. Restart komputer Anda jika diminta.",bantu internet disconnect
"tolong, internet disconnect",network_issue,Jaringan & Internet,"Masalah konektivitas terdeteksi. Coba:
1. Buka Device Manager
2. Cari Network Adapters
3. Klik kanan pada adapter WiFi → Update Driver
4. Restart komputer Anda jika diminta.",tolong internet disconnect
ada yang bisa bantu? internet disconnect,network_issue,Jaringan & Internet,"Coba lakukan langkah berikut:
1. Periksa indikator LAN/WiFi di router
2. Restart router selama 10 detik
3. Lakukan 'ipconfig /release' lalu 'ipconfig /renew' di CMD
4. Jika masih gagal, hubungi Network Support.",ada yang bisa bantu internet disconnect
gimana ya internet disconnect?,network_issue,Jaringan & Internet,"Masalah konektivitas terdeteksi. Coba:
1. Buka Device Manager
2. Cari Network Adapters
3. Klik kanan pada adapter WiFi → Update Driver
4. Restart komputer Anda jika diminta.",gimana ya internet disconnect
error: internet disconnect,network_issue,Jaringan & Internet,"Coba lakukan langkah berikut:
1. Periksa indikator LAN/WiFi di router
2. Restart router selama 10 detik
3. Lakukan 'ipconfig /release' lalu 'ipconfig /renew' di CMD
4. Jika masih gagal, hubungi Network Support.",error internet disconnect
"internet disconnect nih, bisa dibantu?",network_issue,Jaringan & Internet,"Masalah konektivitas terdeteksi. Coba:
1. Buka Device Manager
2. Cari Network Adapters
3. Klik kanan pada adapter WiFi → Update Driver
4. Restart komputer Anda jika diminta.",internet disconnect nih bisa bantu
printer macet,printer_issue,Perangkat Keras - Printer,"Print queue penuh:
1. Buka CMD (Admin)
2. Ketik: net stop spooler (Enter)
3. Ketik: net start spooler (Enter)
4. Coba print ulang dokumen.",printer macet
PRINTER MACET,printer_issue,Perangkat Keras - Printer,"Ada kertas nyangkut:
1. MATIKAN printer terlebih dahulu
2. Buka semua cover panel
3. Keluarkan kertas perlahan agar tidak sobek
4. Tutup cover dan nyalakan ulang.",printer macet
Printer Macet,printer_issue,Perangkat Keras - Printer,"Print queue penuh:
1. Buka CMD (Admin)
2. Ketik: net stop spooler (Enter)
3. Ketik: net start spooler (Enter)
4. Coba print ulang dokumen.",printer macet
saya punya masalah: printer macet,printer_issue,Perangkat Keras - Printer,"Print queue penuh:
1. Buka CMD (Admin)
2. Ketik: net stop spooler (Enter)
3. Ketik: net start spooler (Enter)
4. Coba print ulang dokumen.",saya punya masalah printer macet
bantuan! printer macet,printer_issue,Perangkat Keras - Printer,"Print queue penuh:
1. Buka CMD (Admin)
2. Ketik: net stop spooler (Enter)
3. Ketik: net start spooler (Enter)
4. Coba print ulang dokumen.",bantu printer macet
"tolong, printer macet",printer_issue,Perangkat Keras - Printer,"Untuk printer offline:
1. Matikan printer dan tunggu 30 detik
2. Tekan Power ON kembali
3. Buka Settings → Printers & Scanners
4. Hapus dan tambahkan ulang printer.",tolong printer macet
ada yang bisa bantu? printer macet,printer_issue,Perangkat Keras - Printer,"Untuk printer offline:
1. Matikan printer dan tunggu 30 detik
2. Tekan Power ON kembali
3. Buka Settings → Printers & Scanners
4. Hapus dan tambahkan ulang printer.",ada yang bisa bantu printer macet
gimana ya printer macet?,printer_issue,Perangkat Keras - Printer,"Print queue penuh:
1. Buka CMD (Admin)
2. Ketik: net stop spooler (Enter)
3. Ketik: net start spooler (Enter)
4. Coba print ulang dokumen.",gimana ya printer macet
error: printer macet,printer_issue,Perangkat Keras - Printer,"Untuk printer offline:
1. Matikan printer dan tunggu 30 detik
2. Tekan Power ON kembali
3. Buka Settings → Printers & Scanners
4. Hapus dan tambahkan ulang printer.",error printer macet
"printer macet nih, bisa dibantu?",printer_issue,Perangkat Keras - Printer,"Untuk printer offline:
1. Matikan printer dan tunggu 30 detik
2. Tekan Power ON kembali
3. Buka Settings → Printers & Scanners
4. Hapus dan tambahkan ulang printer.",printer macet nih bisa bantu
kertas nyangkut,printer_issue,Perangkat Keras - Printer,"Ada kertas nyangkut:
1. MATIKAN printer terlebih dahulu
2. Buka semua cover panel
3. Keluarkan kertas perlahan agar tidak sobek
4. Tutup cover dan nyalakan ulang.",kertas nyangkut
KERTAS NYANGKUT,printer_issue,Perangkat Keras - Printer,"Ada kertas nyangkut:
1. MATIKAN printer terlebih dahulu
2. Buka semua cover panel
3. Keluarkan kertas perlahan agar tidak sobek
4. Tutup cover dan nyalakan ulang.",kertas nyangkut
Kertas Nyangkut,printer_issue,Perangkat Keras - Printer,"Ada kertas nyangkut:
1. MATIKAN printer terlebih dahulu
2. Buka semua cover panel
3. Keluarkan kertas perlahan agar tidak sobek
4. Tutup cover dan nyalakan ulang.",kertas nyangkut
saya punya masalah: kertas nyangkut,printer_issue,Perangkat Keras - Printer,"Untuk printer offline:
1. Matikan printer dan tunggu 30 detik
2. Tekan Power ON kembali
3. Buka Settings → Printers & Scanners
4. Hapus dan tambahkan ulang printer.",saya punya masalah kertas nyangkut
bantuan! kertas nyangkut,printer_issue,Perangkat Keras - Printer,"Untuk printer offline:
1. Matikan printer dan tunggu 30 detik
2. Tekan Power ON kembali
3. Buka Settings → Printers & Scanners
4. Hapus dan tambahkan ulang printer.",bantu kertas nyangkut
"tolong, kertas nyangkut",printer_issue,Perangkat Keras - Printer,"Ada kertas nyangkut:
1. MATIKAN printer terlebih dahulu
2. Buka semua cover panel
3. Keluarkan kertas perlahan agar tidak sobek
4. Tutup cover dan nyalakan ulang.",tolong kertas nyangkut
ada yang bisa bantu? kertas nyangkut,printer_issue,Perangkat Keras - Printer,"Print queue penuh:
1. Buka CMD (Admin)
2. Ketik: net stop spooler (Enter)
3. Ketik: net start spooler (Enter)
4. Coba print ulang dokumen.",ada yang bisa bantu kertas nyangkut
gimana ya kertas nyangkut?,printer_issue,Perangkat Keras - Printer,"Untuk printer offline:
1. Matikan printer dan tunggu 30 detik
2. Tekan Power ON kembali
3. Buka Settings → Printers & Scanners
4. Hapus dan tambahkan ulang printer.",gimana ya kertas nyangkut
error: kertas nyangkut,printer_issue,Perangkat Keras - Printer,"Ada kertas nyangkut:
1. MATIKAN printer terlebih dahulu
2. Buka semua cover panel
3. Keluarkan kertas perlahan agar tidak sobek
4. Tutup cover dan nyalakan ulang.",error kertas nyangkut
"kertas nyangkut nih, bisa dibantu?",printer_issue,Perangkat Keras - Printer,"Print queue penuh:
1. Buka CMD (Admin)
2. Ketik: net stop spooler (Enter)
3. Ketik: net start spooler (Enter)
4. Coba print ulang dokumen.",kertas nyangkut nih bisa bantu
hasil print putus,printer_issue,Perangkat Keras - Printer,"Untuk printer offline:
1. Matikan printer dan tunggu 30 detik
2. Tekan Power ON kembali
3. Buka Settings → Printers & Scanners
4. Hapus dan tambahkan ulang printer.",hasil print putus
HASIL PRINT PUTUS,printer_issue,Perangkat Keras - Printer,"Untuk printer offline:
1. Matikan printer dan tunggu 30 detik
2. Tekan Power ON kembali
3. Buka Settings → Printers & Scanners
4. Hapus dan tambahkan ulang printer.",hasil print putus
Hasil Print Putus,printer_issue,Perangkat Keras - Printer,"Print queue penuh:
1. Buka CMD (Admin)
2. Ketik: net stop spooler (Enter)
3. Ketik: net start spooler (Enter)
4. Coba print ulang dokumen.",hasil print putus
saya punya masalah: hasil print putus,printer_issue,Perangkat Keras - Printer,"Ada kertas nyangkut:
1. MATIKAN printer terlebih dahulu
2. Buka semua cover panel
3. Keluarkan kertas perlahan agar tidak sobek
4. Tutup cover dan nyalakan ulang.",saya punya masalah hasil print putus
bantuan! hasil print putus,printer_issue,Perangkat Keras - Printer,"Print queue penuh:
1. Buka CMD (Admin)
2. Ketik: net stop spooler (Enter)
3. Ketik: net start spooler (Enter)
4. Coba print ulang dokumen.",bantu hasil print putus
"tolong, hasil print putus",printer_issue,Perangkat Keras - Printer,"Ada kertas nyangkut:
1. MATIKAN printer terlebih dahulu
2. Buka semua cover panel
3. Keluarkan kertas perlahan agar tidak sobek
4. Tutup cover dan nyalakan ulang.",tolong hasil print putus
ada yang bisa bantu? hasil print putus,printer_issue,Perangkat Keras - Printer,"Print queue penuh:
1. Buka CMD (Admin)
2. Ketik: net stop spooler (Enter)
3. Ketik: net start spooler (Enter)
4. Coba print ulang dokumen.",ada yang bisa bantu hasil print putus
gimana ya hasil print putus?,printer_issue,Perangkat Keras - Printer,"Ada kertas nyangkut:
1. MATIKAN printer terlebih dahulu
2. Buka semua cover panel
3. Keluarkan kertas perlahan agar tidak sobek
4. Tutup cover dan nyalakan ulang.",gimana ya hasil print putus
error: hasil print putus,printer_issue,Perangkat Keras - Printer,"Ada kertas nyangkut:
1. MATIKAN printer terlebih dahulu
2. Buka semua cover panel
3. Keluarkan kertas perlahan agar tidak sobek
4. Tutup cover dan nyalakan ulang.",error hasil print putus
"hasil print putus nih, bisa dibantu?",printer_issue,Perangkat Keras - Printer,"Ada kertas nyangkut:
1. MATIKAN printer terlebih dahulu
2. Buka semua cover panel
3. Keluarkan kertas perlahan agar tidak sobek
4. Tutup cover dan nyalakan ulang.",hasil print putus nih bisa bantu
printer offline terus,printer_issue,Perangkat Keras - Printer,"Print queue penuh:
1. Buka CMD (Admin)
2. Ketik: net stop spooler (Enter)
3. Ketik: net start spooler (Enter)
4. Coba print ulang dokumen.",printer offline terus
PRINTER OFFLINE TERUS,printer_issue,Perangkat Keras - Printer,"Untuk printer offline:
1. Matikan printer dan tunggu 30 detik
2. Tekan Power ON kembali
3. Buka Settings → Printers & Scanners
4. Hapus dan tambahkan ulang printer.",printer offline terus
Printer Offline Terus,printer_issue,Perangkat Keras - Printer,"Ada kertas nyangkut:
1. MATIKAN printer terlebih dahulu
2. Buka semua cover panel
3. Keluarkan kertas perlahan agar tidak sobek
4. Tutup cover dan nyalakan ulang.",printer offline terus
saya punya masalah: printer offline terus,printer_issue,Perangkat Keras - Printer,"Ada kertas nyangkut:
1. MATIKAN printer terlebih dahulu
2. Buka semua cover panel
3. Keluarkan kertas perlahan agar tidak sobek
4. Tutup cover dan nyalakan ulang.",saya punya masalah printer offline terus
bantuan! printer offline terus,printer_issue,Perangkat Keras - Printer,"Print queue penuh:
1. Buka CMD (Admin)
2. Ketik: net stop spooler (Enter)
3. Ketik: net start spooler (Enter)
4. Coba print ulang dokumen.",bantu printer offline terus
"tolong, printer offline terus",printer_issue,Perangkat Keras - Printer,"Print queue penuh:
1. Buka CMD (Admin)
2. Ketik: net stop spooler (Enter)
3. Ketik: net start spooler (Enter)
4. Coba print ulang dokumen.",tolong printer offline terus
ada yang bisa bantu? printer offline terus,printer_issue,Perangkat Keras - Printer,"Print queue penuh:
1. Buka CMD (Admin)
2. Ketik: net stop spooler (Enter)
3. Ketik: net start spooler (Enter)
4. Coba print ulang dokumen.",ada yang bisa bantu printer offline terus
gimana ya printer offline terus?,printer_issue,Perangkat Keras - Printer,"Ada kertas nyangkut:
1. MATIKAN printer terlebih dahulu
2. Buka semua cover panel
3. Keluarkan kertas perlahan agar tidak sobek
4. Tutup cover dan nyalakan ulang.",gimana ya printer offline terus
error: printer offline terus,printer_issue,Perangkat Keras - Printer,"Ada kertas nyangkut:
1. MATIKAN printer terlebih dahulu
2. Buka semua cover panel
3. Keluarkan kertas perlahan agar tidak sobek
4. Tutup cover dan nyalakan ulang.",error printer offline terus
"printer offline terus nih, bisa dibantu?",printer_issue,Perangkat Keras - Printer,"Print queue penuh:
1. Buka CMD (Admin)
2. Ketik: net stop spooler (Enter)
3. Ketik: net start spooler (Enter)
4. Coba print ulang dokumen.",printer offline terus nih bisa bantu
lampu indikator berkedip merah,printer_issue,Perangkat Keras - Printer,"Untuk printer offline:
1. Matikan printer dan tunggu 30 detik
2. Tekan Power ON kembali
3. Buka Settings → Printers & Scanners
4. Hapus dan tambahkan ulang printer.",lampu indikator kedip merah
LAMPU INDIKATOR BERKEDIP MERAH,printer_issue,Perangkat Keras - Printer,"Untuk printer offline:
1. Matikan printer dan tunggu 30 detik
2. Tekan Power ON kembali
3. Buka Settings → Printers & Scanners
4. Hapus dan tambahkan ulang printer.",lampu indikator kedip merah
Lampu Indikator Berkedip Merah,printer_issue,Perangkat Keras - Printer,"Ada kertas nyangkut:
1. MATIKAN printer terlebih dahulu
2. Buka semua cover panel
3. Keluarkan kertas perlahan agar tidak sobek
4. Tutup cover dan nyalakan ulang.",lampu indikator kedip merah
saya punya masalah: lampu indikator berkedip merah,printer_issue,Perangkat Keras - Printer,"Untuk printer offline:
1. Matikan printer dan tunggu 30 detik
2. Tekan Power ON kembali
3. Buka Settings → Printers & Scanners
4. Hapus dan tambahkan ulang printer.",saya punya masalah lampu indikator kedip merah
bantuan! lampu indikator berkedip merah,printer_issue,Perangkat Keras - Printer,"Ada kertas nyangkut:
1. MATIKAN printer terlebih dahulu
2. Buka semua cover panel
3. Keluarkan kertas perlahan agar tidak sobek
4. Tutup cover dan nyalakan ulang.",bantu lampu indikator kedip merah
"tolong, lampu indikator berkedip merah",printer_issue,Perangkat Keras - Printer,"Untuk printer offline:
1. Matikan printer dan tunggu 30 detik
2. Tekan Power ON kembali
3. Buka Settings → Printers & Scanners
4. Hapus dan tambahkan ulang printer.",tolong lampu indikator kedip merah
ada yang bisa bantu? lampu indikator berkedip merah,printer_issue,Perangkat Keras - Printer,"Untuk printer offline:
1. Matikan printer dan tunggu 30 detik
2. Tekan Power ON kembali
3. Buka Settings → Printers & Scanners
4. Hapus dan tambahkan ulang printer.",ada yang bisa bantu lampu indikator kedip merah
gimana ya lampu indikator berkedip merah?,printer_issue,Perangkat Keras - Printer,"Untuk printer offline:
1. Matikan printer dan tunggu 30 detik
2. Tekan Power ON kembali
3. Buka Settings → Printers & Scanners
4. Hapus dan tambahkan ulang printer.",gimana ya lampu indikator kedip merah
error: lampu indikator berkedip merah,printer_issue,Perangkat Keras - Printer,"Ada kertas nyangkut:
1. MATIKAN printer terlebih dahulu
2. Buka semua cover panel
3. Keluarkan kertas perlahan agar tidak sobek
4. Tutup cover dan nyalakan ulang.",error lampu indikator kedip merah
"lampu indikator berkedip merah nih, bisa dibantu?",printer_issue,Perangkat Keras - Printer,"Print queue penuh:
1. Buka CMD (Admin)
2. Ketik: net stop spooler (Enter)
3. Ketik: net start spooler (Enter)
4. Coba print ulang dokumen.",lampu indikator kedip merah nih bisa bantu
printer tidak terdeteksi,printer_issue,Perangkat Keras - Printer,"Print queue penuh:
1. Buka CMD (Admin)
2. Ketik: net stop spooler (Enter)
3. Ketik: net start spooler (Enter)
4. Coba print ulang dokumen.",printer tidak deteksi
PRINTER TIDAK TERDETEKSI,printer_issue,Perangkat Keras - Printer,"Ada kertas nyangkut:
1. MATIKAN printer terlebih dahulu
2. Buka semua cover panel
3. Keluarkan kertas perlahan agar tidak sobek
4. Tutup cover dan nyalakan ulang.",printer tidak deteksi
Printer Tidak Terdeteksi,printer_issue,Perangkat Keras - Printer,"Print queue penuh:
1. Buka CMD (Admin)
2. Ketik: net stop spooler (Enter)
3. Ketik: net start spooler (Enter)
4. Coba print ulang dokumen.",printer tidak deteksi
saya punya masalah: printer tidak terdeteksi,printer_issue,Perangkat Keras - Printer,"Print queue penuh:
1. Buka CMD (Admin)
2. Ketik: net stop spooler (Enter)
3. Ketik: net start spooler (Enter)
4. Coba print ulang dokumen.",saya punya masalah printer tidak deteksi
bantuan! printer tidak terdeteksi,printer_issue,Perangkat Keras - Printer,"Print queue penuh:
1. Buka CMD (Admin)
2. Ketik: net stop spooler (Enter)
3. Ketik: net start spooler (Enter)
4. Coba print ulang dokumen.",bantu printer tidak deteksi
"tolong, printer tidak terdeteksi",printer_issue,Perangkat Keras - Printer,"Untuk printer offline:
1. Matikan printer dan tunggu 30 detik
2. Tekan Power ON kembali
3. Buka Settings → Printers & Scanners
4. Hapus dan tambahkan ulang printer.",tolong printer tidak deteksi
ada yang bisa bantu? printer tidak terdeteksi,printer_issue,Perangkat Keras - Printer,"Print queue penuh:
1. Buka CMD (Admin)
2. Ketik: net stop spooler (Enter)
3. Ketik: net start spooler (Enter)
4. Coba print ulang dokumen.",ada yang bisa bantu printer tidak deteksi
